,name,last_name,age,gender,time,permanent_country,company,main_industry,wealth_source_details,industry,state,headquarters,countries,annual_income,daily_income,birth_year,name_cleaned
127892,Hirokazu Sugiara,,71,,2018,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,31515000,84534,1951,hirokazu_sugiara
127893,Hirokazu Sugiara,,71,,2018,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,31515000,105517,1951,hirokazu_sugiara
127894,Hirokazu Sugiara,,71,,2018,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,31515000,108493,1951,hirokazu_sugiara
127895,Hirokazu Sugiara,,71,,2018,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,31515000,91890,1951,hirokazu_sugiara
127896,Hirokazu Sugiara,,71,,2019,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,30855000,82191,1951,hirokazu_sugiara
127897,Hirokazu Sugiara,,71,,2019,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,30855000,86342,1951,hirokazu_sugiara
127898,Hirokazu Sugiara,,71,,2019,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,30855000,84534,1951,hirokazu_sugiara
127899,Hirokazu Sugiara,,71,,2019,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,30855000,105517,1951,hirokazu_sugiara
127900,Hirokazu Sugiara,,71,,2019,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,30855000,108493,1951,hirokazu_sugiara
127901,Hirokazu Sugiara,,71,,2019,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,30855000,91890,1951,hirokazu_sugiara
127902,Hirokazu Sugiara,,71,,2020,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,38513999,82191,1951,hirokazu_sugiara
127903,Hirokazu Sugiara,,71,,2020,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,38513999,86342,1951,hirokazu_sugiara
127904,Hirokazu Sugiara,,71,,2020,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,38513999,84534,1951,hirokazu_sugiara
127905,Hirokazu Sugiara,,71,,2020,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,38513999,105517,1951,hirokazu_sugiara
127906,Hirokazu Sugiara,,71,,2020,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,38513999,108493,1951,hirokazu_sugiara
127907,Hirokazu Sugiara,,71,,2020,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,38513999,91890,1951,hirokazu_sugiara
127908,Hirokazu Sugiara,,71,,2021,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,39600000,82191,1951,hirokazu_sugiara
127909,Hirokazu Sugiara,,71,,2021,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,39600000,86342,1951,hirokazu_sugiara
127910,Hirokazu Sugiara,,71,,2021,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,39600000,84534,1951,hirokazu_sugiara
127911,Hirokazu Sugiara,,71,,2021,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,39600000,105517,1951,hirokazu_sugiara
127912,Hirokazu Sugiara,,71,,2021,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,39600000,108493,1951,hirokazu_sugiara
127913,Hirokazu Sugiara,,71,,2021,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,39600000,91890,1951,hirokazu_sugiara
127914,Hirokazu Sugiara,,71,,2022,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,33540000,82191,1951,hirokazu_sugiara
127915,Hirokazu Sugiara,,71,,2022,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,33540000,86342,1951,hirokazu_sugiara
127916,Hirokazu Sugiara,,71,,2022,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,33540000,84534,1951,hirokazu_sugiara
127917,Hirokazu Sugiara,,71,,2022,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,33540000,105517,1951,hirokazu_sugiara
127918,Hirokazu Sugiara,,71,,2022,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,33540000,108493,1951,hirokazu_sugiara
127919,Hirokazu Sugiara,,71,,2022,Japan-Aichi-Aichi Pref.,Sugi Holdings,Healthcare,,Healthcare;Pharmaceuticals,,,jpn,33540000,91890,1951,hirokazu_sugiara
128381,Hoang Kieu,,77,,2017,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,144000000,394520,1945,hoang_kieu
128382,Hoang Kieu,,77,,2017,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,144000000,659342,1945,hoang_kieu
128383,Hoang Kieu,,77,,2017,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,144000000,130643,1945,hoang_kieu
128384,Hoang Kieu,,77,,2018,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,240660000,394520,1945,hoang_kieu
128385,Hoang Kieu,,77,,2018,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,240660000,659342,1945,hoang_kieu
128386,Hoang Kieu,,77,,2018,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,240660000,130643,1945,hoang_kieu
128387,Hoang Kieu,,77,,2019,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,47685000,394520,1945,hoang_kieu
128388,Hoang Kieu,,77,,2019,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,47685000,659342,1945,hoang_kieu
128389,Hoang Kieu,,77,,2019,United States-California-Los Angeles,RAAS Blood Products,Pharmaceuticals,,Pharmaceuticals,,,usa,47685000,130643,1945,hoang_kieu
129348,Hsu Kun-Tai,,66,,2018,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,34380000,94191,1956,hsu_kun_tai
129349,Hsu Kun-Tai,,66,,2018,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,34380000,76849,1956,hsu_kun_tai
129350,Hsu Kun-Tai,,66,,2018,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,34380000,90443,1956,hsu_kun_tai
129351,Hsu Kun-Tai,,66,,2018,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,34380000,86794,1956,hsu_kun_tai
129352,Hsu Kun-Tai,,66,,2018,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,34380000,113095,1956,hsu_kun_tai
129353,Hsu Kun-Tai,,66,,2019,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,28050000,94191,1956,hsu_kun_tai
129354,Hsu Kun-Tai,,66,,2019,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,28050000,76849,1956,hsu_kun_tai
129355,Hsu Kun-Tai,,66,,2019,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,28050000,90443,1956,hsu_kun_tai
129356,Hsu Kun-Tai,,66,,2019,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,28050000,86794,1956,hsu_kun_tai
129357,Hsu Kun-Tai,,66,,2019,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,28050000,113095,1956,hsu_kun_tai
129358,Hsu Kun-Tai,,66,,2020,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,33012000,94191,1956,hsu_kun_tai
129359,Hsu Kun-Tai,,66,,2020,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,33012000,76849,1956,hsu_kun_tai
129360,Hsu Kun-Tai,,66,,2020,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,33012000,90443,1956,hsu_kun_tai
129361,Hsu Kun-Tai,,66,,2020,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,33012000,86794,1956,hsu_kun_tai
129362,Hsu Kun-Tai,,66,,2020,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,33012000,113095,1956,hsu_kun_tai
129363,Hsu Kun-Tai,,66,,2021,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,31680000,94191,1956,hsu_kun_tai
129364,Hsu Kun-Tai,,66,,2021,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,31680000,76849,1956,hsu_kun_tai
129365,Hsu Kun-Tai,,66,,2021,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,31680000,90443,1956,hsu_kun_tai
129366,Hsu Kun-Tai,,66,,2021,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,31680000,86794,1956,hsu_kun_tai
129367,Hsu Kun-Tai,,66,,2021,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,31680000,113095,1956,hsu_kun_tai
129368,Hsu Kun-Tai,,66,,2022,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,41280000,94191,1956,hsu_kun_tai
129369,Hsu Kun-Tai,,66,,2022,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,41280000,76849,1956,hsu_kun_tai
129370,Hsu Kun-Tai,,66,,2022,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,41280000,90443,1956,hsu_kun_tai
129371,Hsu Kun-Tai,,66,,2022,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,41280000,86794,1956,hsu_kun_tai
129372,Hsu Kun-Tai,,66,,2022,China-Taiwan-Taipei,Clevo,Electronics,,Electronics;Consumer Electronics,,,chn;twn,41280000,113095,1956,hsu_kun_tai
132634,Ian Henrick Lundin,,61,,2018,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,48705000,133438,1961,ian_henrick_lundin
132635,Ian Henrick Lundin,,61,,2018,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,48705000,161383,1961,ian_henrick_lundin
132636,Ian Henrick Lundin,,61,,2018,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,48705000,158276,1961,ian_henrick_lundin
132637,Ian Henrick Lundin,,61,,2018,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,48705000,159123,1961,ian_henrick_lundin
132638,Ian Henrick Lundin,,61,,2018,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,48705000,212054,1961,ian_henrick_lundin
132639,Ian Henrick Lundin,,61,,2019,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58905000,133438,1961,ian_henrick_lundin
132640,Ian Henrick Lundin,,61,,2019,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58905000,161383,1961,ian_henrick_lundin
132641,Ian Henrick Lundin,,61,,2019,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58905000,158276,1961,ian_henrick_lundin
132642,Ian Henrick Lundin,,61,,2019,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58905000,159123,1961,ian_henrick_lundin
132643,Ian Henrick Lundin,,61,,2019,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58905000,212054,1961,ian_henrick_lundin
132644,Ian Henrick Lundin,,61,,2020,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,57771000,133438,1961,ian_henrick_lundin
132645,Ian Henrick Lundin,,61,,2020,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,57771000,161383,1961,ian_henrick_lundin
132646,Ian Henrick Lundin,,61,,2020,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,57771000,158276,1961,ian_henrick_lundin
132647,Ian Henrick Lundin,,61,,2020,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,57771000,159123,1961,ian_henrick_lundin
132648,Ian Henrick Lundin,,61,,2020,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,57771000,212054,1961,ian_henrick_lundin
132649,Ian Henrick Lundin,,61,,2021,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58080000,133438,1961,ian_henrick_lundin
132650,Ian Henrick Lundin,,61,,2021,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58080000,161383,1961,ian_henrick_lundin
132651,Ian Henrick Lundin,,61,,2021,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58080000,158276,1961,ian_henrick_lundin
132652,Ian Henrick Lundin,,61,,2021,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58080000,159123,1961,ian_henrick_lundin
132653,Ian Henrick Lundin,,61,,2021,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,58080000,212054,1961,ian_henrick_lundin
132654,Ian Henrick Lundin,,61,,2022,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,77400000,133438,1961,ian_henrick_lundin
132655,Ian Henrick Lundin,,61,,2022,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,77400000,161383,1961,ian_henrick_lundin
132656,Ian Henrick Lundin,,61,,2022,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,77400000,158276,1961,ian_henrick_lundin
132657,Ian Henrick Lundin,,61,,2022,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,77400000,159123,1961,ian_henrick_lundin
132658,Ian Henrick Lundin,,61,,2022,Switzerland-Geneva,Nemesia,Oil & Gas,,Oil & Gas;Oil&Gas,,,che,77400000,212054,1961,ian_henrick_lundin
132659,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,175561,1950,ian_richard_livingstone
132660,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,256438,1950,ian_richard_livingstone
132661,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,287276,1950,ian_richard_livingstone
132662,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,299441,1950,ian_richard_livingstone
132663,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,368515,1950,ian_richard_livingstone
132664,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,427142,1950,ian_richard_livingstone
132665,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,476712,1950,ian_richard_livingstone
132666,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,502356,1950,ian_richard_livingstone
132667,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,476465,1950,ian_richard_livingstone
132668,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,482367,1950,ian_richard_livingstone
132669,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,672657,1950,ian_richard_livingstone
132670,Ian & Richard Livingstone,Livingstone,72,M,2011,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,64080000,629095,1950,ian_richard_livingstone
132671,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,175561,1950,ian_richard_livingstone
132672,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,256438,1950,ian_richard_livingstone
132673,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,287276,1950,ian_richard_livingstone
132674,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,299441,1950,ian_richard_livingstone
132675,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,368515,1950,ian_richard_livingstone
132676,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,427142,1950,ian_richard_livingstone
132677,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,476712,1950,ian_richard_livingstone
132678,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,502356,1950,ian_richard_livingstone
132679,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,476465,1950,ian_richard_livingstone
132680,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,482367,1950,ian_richard_livingstone
132681,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,672657,1950,ian_richard_livingstone
132682,Ian & Richard Livingstone,Livingstone,72,M,2012,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,93600000,629095,1950,ian_richard_livingstone
132683,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,175561,1950,ian_richard_livingstone
132684,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,256438,1950,ian_richard_livingstone
132685,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,287276,1950,ian_richard_livingstone
132686,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,299441,1950,ian_richard_livingstone
132687,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,368515,1950,ian_richard_livingstone
132688,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,427142,1950,ian_richard_livingstone
132689,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,476712,1950,ian_richard_livingstone
132690,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,502356,1950,ian_richard_livingstone
132691,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,476465,1950,ian_richard_livingstone
132692,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,482367,1950,ian_richard_livingstone
132693,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,672657,1950,ian_richard_livingstone
132694,Ian & Richard Livingstone,Livingstone,72,M,2013,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,104856000,629095,1950,ian_richard_livingstone
132695,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,175561,1950,ian_richard_livingstone
132696,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,256438,1950,ian_richard_livingstone
132697,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,287276,1950,ian_richard_livingstone
132698,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,299441,1950,ian_richard_livingstone
132699,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,368515,1950,ian_richard_livingstone
132700,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,427142,1950,ian_richard_livingstone
132701,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,476712,1950,ian_richard_livingstone
132702,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,502356,1950,ian_richard_livingstone
132703,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,476465,1950,ian_richard_livingstone
132704,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,482367,1950,ian_richard_livingstone
132705,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,672657,1950,ian_richard_livingstone
132706,Ian & Richard Livingstone,Livingstone,72,M,2014,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,109296000,629095,1950,ian_richard_livingstone
132707,Ian & Richard Livingstone,Livingstone,72,M,2015,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,134508000,175561,1950,ian_richard_livingstone
132708,Ian & Richard Livingstone,Livingstone,72,M,2015,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,134508000,256438,1950,ian_richard_livingstone
132709,Ian & Richard Livingstone,Livingstone,72,M,2015,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,134508000,287276,1950,ian_richard_livingstone
132710,Ian & Richard Livingstone,Livingstone,72,M,2015,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,134508000,299441,1950,ian_richard_livingstone
132711,Ian & Richard Livingstone,Livingstone,72,M,2015,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,134508000,368515,1950,ian_richard_livingstone
132712,Ian & Richard Livingstone,Livingstone,72,M,2015,United Kingdom-London,London & Regional Properties;London and Regional Properties,Real Estate,real estate,Real Estate;Investments;Real Estate,,,gbr,134508000,427142,1950,ian_richard_livingstone
